SYMBOL,baseMean,log2FoldChange,pvalue,padj
SBF2,150.8341082,-0.274271596,0.997233248,2.60577E-09
SEMA3F.AS1,150.9025283,-0.240521466,0.982292145,2.60577E-09
ZBED5,150.9208715,-0.46309222,0.982879153,2.60577E-09
ENSG00000299344,150.999599,0.55755709,0.787377593,2.60577E-09
USP40,151.055093,1.72772415,0.167739695,2.60577E-09
ADRM1,151.0616595,0.261976607,0.991111734,2.60577E-09
MED25,151.1701734,-0.033092366,0.998724845,2.60577E-09
TRMU,151.2329507,0.049840085,0.997518985,2.60577E-09
ZHX1,151.2507992,0.405149201,0.974556614,2.60577E-09
RNU1.27P,151.2561033,3.098075804,0.400672048,2.60577E-09
SNHG6,151.3118932,-0.52824492,0.876673552,2.60577E-09
ENSG00000259002,151.3140989,1.751171959,0.165189783,2.60577E-09
FGFR1OP2,151.3154954,-0.308610658,0.977568698,2.60577E-09
CFAP410,151.4146111,0.007844043,0.999596746,2.60577E-09
TBC1D17,151.4418596,0.027909838,0.996982663,2.60577E-09
TMUB2,151.5027806,-0.15590463,0.999607496,2.60577E-09
IPO8,151.5586679,-0.050848653,0.995803591,2.60577E-09
LPAR2,151.5636096,0.839282054,0.670111715,2.60577E-09
PEX1,151.5728376,-0.842553416,0.72324706,2.60577E-09
RECQL,151.644539,0.405240978,0.893267869,2.60577E-09
SLC35B1,151.6715745,-0.138917746,0.994777664,2.60577E-09
DBF4,151.7069041,-0.41394501,0.969327732,2.60577E-09
SPECC1L,151.7098093,0.180906484,0.992459805,2.60577E-09
ARFIP2,151.7682391,0.199413609,0.991239812,2.60577E-09
SREBF1,151.889555,0.311874828,0.959524264,2.60577E-09
SSX2IP,152.0328484,0.647970227,0.83173598,2.60577E-09
ABHD4,152.0541633,1.123396594,0.405603506,2.60577E-09
FBXO44,152.1051411,1.338791759,0.215027285,2.60577E-09
NOP9,152.2258992,0.070167663,0.993390877,2.60577E-09
ERO1A,152.2451287,-0.937134967,0.560676007,2.60577E-09
POMK,152.35381,0.462234801,0.859445952,2.60577E-09
USB1,152.3983396,0.318066493,0.978488852,2.60577E-09
CASP8AP2,152.4764746,-0.568130799,0.874856511,2.60577E-09
SNX29,152.4865088,-0.011630712,0.998717281,2.60577E-09
KCTD2,152.5185109,0.019249036,0.999998802,2.60577E-09
NDUFS8,152.5197603,-0.562231318,0.922415043,2.60577E-09
YIPF4,152.5804465,0.253077272,0.893269989,2.60577E-09
SLC25A26,152.6150297,-0.001808215,0.999890898,2.60577E-09
RPAP2,152.6372484,-0.37591281,0.929692641,2.60577E-09
CTSA,152.6424113,-0.40972198,0.963168446,2.60577E-09
KIFC2,152.6718943,0.720794734,0.821152633,2.60577E-09
MAPKAPK5,152.6797326,-0.064437444,0.99439002,2.60577E-09
ME2,152.7500362,-0.156387645,0.976912972,2.60577E-09
MINDY2,152.759821,0.558148614,0.914748516,2.60577E-09
SSB,152.8834711,0.180745808,0.993084047,2.60577E-09
TOM1,153.0852578,0.466883804,0.903581951,2.60577E-09
SLC4A2,153.1374279,1.39046696,0.22153709,2.60577E-09
RFX1,153.173012,0.718241873,0.657308608,2.60577E-09
ANGEL2,153.233501,-0.130290616,0.999445347,2.60577E-09
LSG1,153.2503795,0.062068832,0.998731607,2.60577E-09
LIPA,153.2693741,1.173662049,0.303109004,2.60577E-09
CC2D1A,153.2712747,0.446357917,0.956157063,2.60577E-09
FKBP15,153.275774,-0.096420062,0.993015945,2.60577E-09
NDUFB9,153.3174174,0.497124972,0.91059525,2.60577E-09
HMBOX1,153.3911422,-0.180999896,0.993762876,2.60577E-09
POLR2J3,153.3925246,-0.47454966,0.855582909,2.60577E-09
CAPN7,153.4358018,-0.477601185,0.935728784,2.60577E-09
AKAP10,153.442722,-0.483575951,0.819841446,2.60577E-09
NBPF15,153.5646915,-0.6064402,0.848971365,2.60577E-09
CD160,153.6599698,-0.005063604,0.998260973,2.60577E-09
BCL2,153.6677293,0.428679397,0.829042708,2.60577E-09
IMPDH1,153.705844,0.759790862,0.773552429,2.60577E-09
NOL6,153.7487731,0.109544909,0.999177467,2.60577E-09
DEPDC5,153.7831948,-0.397335111,0.873051549,2.60577E-09
ACP1,153.7892363,-0.342425222,0.994830522,2.60577E-09
AFG3L2,153.8144127,-0.289483699,0.969847895,2.60577E-09
GARRE1,153.8311935,0.043891792,0.99809348,2.60577E-09
RNASEK,153.8569704,0.285610813,0.94918595,2.60577E-09
PRKACA,153.8816772,0.235250125,0.999421849,2.60577E-09
TCP11L2,153.9524882,-0.554766633,0.778623976,2.60577E-09
PPP1R12B,153.9850104,-0.522240861,0.836814472,2.60577E-09
AGAP3,154.0006032,-0.834955523,0.670472823,2.60577E-09
BCAP31,154.2208949,0.453904767,0.936415304,2.60577E-09
ANAPC1,154.2407036,0.056394744,0.994992392,2.60577E-09
LAS1L,154.3283115,-0.238582875,0.994003354,2.60577E-09
CEP290,154.3509952,-0.588811573,0.859519586,2.60577E-09
STX17,154.3944506,-0.893553809,0.599440225,2.60577E-09
MED26,154.4254629,0.13710311,0.990451942,2.60577E-09
RUSF1,154.4298891,-0.362953802,0.977713929,2.60577E-09
ERP44,154.5351819,-0.050985791,0.999269472,2.60577E-09
PCBP1.AS1,154.6084112,0.048529843,0.997676651,2.60577E-09
DNAJA2,154.6918808,0.123077356,0.999222559,2.60577E-09
LTA4H,154.8406444,-1.304560576,0.184207932,2.60577E-09
POGK,154.8735554,-1.029345889,0.463764412,2.60577E-09
RNPEP,154.9574147,0.025033364,0.9976883,2.60577E-09
ZNF26,154.9737357,-0.221316541,0.997385062,2.60577E-09
ATP13A2,155.1720577,0.500550735,0.949263973,2.60577E-09
VPS9D1,155.2025436,0.459764083,0.931190411,2.60577E-09
ENSG00000275464,155.2516064,0.484268106,0.961770742,2.60577E-09
MAGT1,155.3513664,0.112627792,0.999130867,2.60577E-09
PHKB,155.3520363,-0.792366477,0.716641373,2.60577E-09
PARN,155.3562795,-0.39356635,0.950362721,2.60577E-09
PSMB2,155.3599979,0.397719606,0.915888927,2.60577E-09
SMIM29.AS1,155.3760072,0.032593572,0.999720002,2.60577E-09
MTND1P23,155.403035,-0.791779454,0.732295987,2.60577E-09
BLTP3B,155.4804363,-0.149386757,0.979344728,2.60577E-09
NF2,155.4924392,0.694880257,0.8562709,2.60577E-09
SNHG29,155.497707,-0.684505331,0.774982816,2.60577E-09
NDUFS2,155.6686893,0.396449626,0.951831635,2.60577E-09
KLF7,155.7582013,-0.415012679,0.936697733,2.60577E-09
NBPF26,155.8289273,-0.588350523,0.927258234,2.60577E-09
MBD4,155.8748744,-0.223504931,0.992094916,2.60577E-09
UFL1,155.8839126,-0.449283065,0.983029715,2.60577E-09
SLFN11,156.0235471,0.715580076,0.774776494,2.60577E-09
MOB4,156.0239295,0.176748724,0.984469042,2.60577E-09
SEC23A,156.0883823,-0.300436961,0.99770277,2.60577E-09
ADCY9,156.103393,-0.131943945,0.997652412,2.60577E-09
TFEB,156.1503025,1.145184828,0.374390195,2.60577E-09
POLR3C,156.267803,-0.246787984,0.99668061,2.60577E-09
LDLRAP1,156.3813595,-1.191357659,0.369332777,2.60577E-09
PPM1K,156.5084829,-0.011968525,0.999310849,2.60577E-09
SNAP29,156.6279669,-0.391629807,0.967756193,2.60577E-09
ZFTRAF1,156.7303068,0.513280987,0.942474131,2.60577E-09
FAM106A,156.8015587,0.09191049,0.957991787,2.60577E-09
ACSF3,156.8209733,-0.2625337,0.964902844,2.60577E-09
NELFB,156.9677742,0.157387942,0.996060682,2.60577E-09
B4GALT4,156.9743689,-0.109582381,0.989002081,2.60577E-09
SNX13,156.9847187,-0.413549398,0.987856505,2.60577E-09
MICB,157.0602352,0.305321339,0.986685523,2.60577E-09
SUMO3,157.0621727,0.276498642,0.993597955,2.60577E-09
THADA,157.1113451,-0.952931398,0.542467757,2.60577E-09
DIS3L2,157.1451389,-0.134383919,0.998782881,2.60577E-09
SNHG7,157.187386,-0.155415829,0.937188697,2.60577E-09
ZNF264,157.2190086,-0.845001314,0.662191111,2.60577E-09
DDX19B,157.2509463,-0.035483573,0.999627422,2.60577E-09
UGP2,157.4347903,0.333507655,0.980435884,2.60577E-09
GOSR2,157.4348039,0.016990444,0.99997709,2.60577E-09
METTL16,157.4675292,-0.066938284,0.999730789,2.60577E-09
MAP3K14,157.4912758,0.220078241,0.986287691,2.60577E-09
SP2,157.5657033,0.41011023,0.968903398,2.60577E-09
ACSL3,157.5658254,-0.563648515,0.871797566,2.60577E-09
ENSG00000232347,157.6737602,-0.260504775,0.995335817,2.60577E-09
COPB2,157.6804526,-0.239274766,0.971186134,2.60577E-09
TMEM161B,157.7044032,-0.193170747,0.998730842,2.60577E-09
CCDC12,157.7161914,0.1738102,0.998833112,2.60577E-09
FAM177A1,157.7377653,-0.567418863,0.940187879,2.60577E-09
EIF3I,157.8402122,0.398460544,0.965742583,2.60577E-09
ZFYVE26,157.8491155,0.086624121,0.979127645,2.60577E-09
HDGFL3,157.8892291,-1.039295391,0.472129021,2.60577E-09
RNPC3,157.9754332,0.126531885,0.981442525,2.60577E-09
SNX1,158.0718373,0.481153957,0.932296034,2.60577E-09
VPS18,158.0878929,0.462694573,0.963983461,2.60577E-09
KXD1,158.1190178,-0.092613153,0.99923385,2.60577E-09
LRRC41,158.1617913,0.012456314,0.999995479,2.60577E-09
CCDC6,158.3019039,-0.554486263,0.839654282,2.60577E-09
NFRKB,158.3169121,-0.073941806,0.997321678,2.60577E-09
ENSG00000286786,158.4598293,0.620774692,0.92944034,2.60577E-09
HSPA4,158.5025864,-0.415998438,0.925263703,2.60577E-09
BEX4,158.6129433,-0.680447767,0.779422218,2.60577E-09
ANKHD1.EIF4EBP3,158.6171922,0.490588084,0.887408901,2.60577E-09
KANSL2,158.7785204,0.368663476,0.983813181,2.60577E-09
STIP1,158.7847845,0.493075569,0.90471362,2.60577E-09
ALG12,159.0084333,-0.350721641,0.918554429,2.60577E-09
FASTKD5,159.0389798,0.507664768,0.964466963,2.60577E-09
ESCO1,159.0585298,0.271621478,0.992812208,2.60577E-09
CCDC59,159.1224445,-0.015853411,0.998039979,2.60577E-09
FAM117A,159.1408554,0.116551442,0.996876858,2.60577E-09
SCP2,159.1944004,0.458223021,0.910038185,2.60577E-09
PSMD1,159.2108181,0.075218841,0.994929061,2.60577E-09
SLC5A6,159.3205356,0.947946537,0.551754832,2.60577E-09
IFNG,159.335394,2.78804263,0.065484843,2.60577E-09
ITGA6,159.4317658,0.499014634,0.768763048,2.60577E-09
DNAJC2,159.4443507,-0.282145822,0.992927641,2.60577E-09
CCT7,159.4740906,0.34120055,0.964637419,2.60577E-09
LAMP2,159.4783096,0.176938737,0.988547374,2.60577E-09
CARS1,159.493299,-0.309362736,0.995741685,2.60577E-09
EDRF1,159.5058089,-0.484540116,0.934993903,2.60577E-09
ENSG00000278217,159.5766462,0.656077501,0.850559822,2.60577E-09
H2AZ1,159.6013205,-0.011028068,0.99997873,2.60577E-09
RAB5A,159.7410187,-0.190315843,0.998931624,2.60577E-09
RPAIN,159.7431259,-0.035202925,0.999864401,2.60577E-09
MUS81,159.7981047,0.552162076,0.879813785,2.60577E-09
GALNT3,159.9066772,0.987024853,0.516611034,2.60577E-09
SLC16A7,159.9235993,-0.182132567,0.998066807,2.60577E-09
CLIC3,159.9838502,1.497765932,0.09689797,2.60577E-09
PTGER2,160.0193068,1.410885435,0.134684325,2.60577E-09
GRAMD1A,160.1108892,-1.174438249,0.345363121,2.60577E-09
FBH1,160.1443449,-0.60906364,0.883386827,2.60577E-09
DDX60L,160.3149391,-0.292153187,0.964573957,2.60577E-09
SUMF2,160.3296494,0.417828402,0.99496635,2.60577E-09
CARS2,160.4048685,-0.349893339,0.985461832,2.60577E-09
ZNF282,160.4142142,-1.401077695,0.253073774,2.60577E-09
FBXO32,160.4343785,0.670294129,0.847268508,2.60577E-09
X5_8S_rRNA.2,160.4521287,-1.550256671,0.636081547,2.60577E-09
GRSF1,160.5080809,-0.319623819,0.988075993,2.60577E-09
DNAJC21,160.5678337,0.025029909,0.99998516,2.60577E-09
GATAD1,160.6281407,-0.407052066,0.969223777,2.60577E-09
FAM120AOS,160.6455988,0.119222192,0.990508461,2.60577E-09
OCIAD1,160.656309,-0.432023428,0.963815559,2.60577E-09
TP53BP1,160.6838641,-0.537115077,0.864602305,2.60577E-09
ZNF740,160.7006579,-0.394280397,0.928710379,2.60577E-09
JAK2,160.7052676,-0.701585508,0.706166018,2.60577E-09
ZNF76,160.7311006,0.340886075,0.987653729,2.60577E-09
ARF5,160.7389564,0.319752403,0.986407556,2.60577E-09
BAG1,160.7715465,0.164321948,0.999460426,2.60577E-09
COMMD7,160.7935382,0.316068575,0.997759111,2.60577E-09
RTRAF,160.8215456,-0.337989565,0.960930705,2.60577E-09
CASP2,160.8658611,-0.300766465,0.987970655,2.60577E-09
PSPC1,160.8698101,0.017438343,0.99967171,2.60577E-09
CYTH3,160.873252,-0.500532275,0.891598275,2.60577E-09
GALT,160.8907206,-0.416787062,0.965624714,2.60577E-09
ILK,161.0127323,-0.22105841,0.93653691,2.60577E-09
CARMIL2,161.0155776,-1.320334359,0.231859462,2.60577E-09
UNK,161.0451503,0.004258862,0.99993047,2.60577E-09
RBAK,161.0640624,0.340804401,0.967673251,2.60577E-09
MLEC,161.0917423,-0.502217769,0.911134681,2.60577E-09
SELENOO,161.1058919,0.271974485,0.984019336,2.60577E-09
NUP160,161.169767,-0.215474797,0.996283338,2.60577E-09
SEC22B,161.3154374,-0.110774091,0.995625789,2.60577E-09
ERMN,161.3383303,0.094478558,0.988847931,2.60577E-09
ZNF628,161.3548142,0.773319283,0.76820342,2.60577E-09
BMS1,161.445158,-0.29675237,0.998013254,2.60577E-09
TAB3,161.544295,-0.001305728,0.999977304,2.60577E-09
NBAS,161.6171949,-0.541325611,0.982925534,2.60577E-09
CEBPZOS,161.6612985,0.088483207,0.999970802,2.60577E-09
IL11RA,161.6892753,-0.474140993,0.93954746,2.60577E-09
SMNDC1,161.695096,-0.100013953,0.999449643,2.60577E-09
TSN,161.6972269,0.248444457,0.998416839,2.60577E-09
RYK,161.7151691,-0.164411823,0.974048565,2.60577E-09
PIGQ,161.7989468,0.774309195,0.635408334,2.60577E-09
ASXL2,161.8947125,-0.235962386,0.907560422,2.60577E-09
SELENOK,161.9576053,0.594051064,0.816234404,2.60577E-09
FASTK,161.9577717,0.082901999,0.998875005,2.60577E-09
ROCK2,161.993669,-0.161244187,0.984426703,2.60577E-09
AIP,162.034128,-0.032306112,0.999087168,2.60577E-09
CWC25,162.0389175,-0.22266963,0.993981614,2.60577E-09
HAUS3,162.0960364,0.668578871,0.836078138,2.60577E-09
MAP4K2,162.149355,0.430733395,0.932872957,2.60577E-09
NMT1,162.2220658,0.304294208,0.997141771,2.60577E-09
CASTOR3P,162.3381885,-0.376428256,0.984485643,2.60577E-09
DPH1,162.4794605,-0.54827823,0.937027646,2.60577E-09
ITGB2.AS1,162.5906671,-0.625333163,0.824688649,2.60577E-09
SLC9A1,162.642626,1.251804505,0.225543964,2.60577E-09
TMEM170A,162.6481382,0.002081499,0.99977803,2.60577E-09
SELENOI,162.7736676,0.709628965,0.706395558,2.60577E-09
LRPAP1,162.8019532,0.404004199,0.981784315,2.60577E-09
MICAL2,162.8124148,-1.240243963,0.354244091,2.60577E-09
ELOA,162.9185052,-0.037767499,0.999835326,2.60577E-09
ENSG00000277701,162.9385884,0.05498374,0.99679813,2.60577E-09
ATP5MG,162.9461829,-0.250705035,0.959065843,2.60577E-09
CSNK2A2,163.0613594,0.127429503,0.998007925,2.60577E-09
EXOG,163.0818998,0.803486417,0.613008776,2.60577E-09
PSEN1,163.1418052,-0.747597485,0.79631827,2.60577E-09
B4GALT5,163.1485437,0.363150155,0.97147773,2.60577E-09
C2CD2L,163.1760537,0.419705288,0.976583369,2.60577E-09
SMCR8,163.1812003,-0.058012862,0.999996892,2.60577E-09
KMT2E.AS1,163.1904925,0.570818438,0.794745152,2.60577E-09
CERS5,163.2546005,0.050018768,0.999739098,2.60577E-09
CPT1A,163.2649827,0.04216134,0.999386594,2.60577E-09
N4BP2L1,163.333849,-0.14011227,0.983408672,2.60577E-09
DGCR8,163.3947956,-0.010112818,0.999981337,2.60577E-09
SYS1,163.5571613,0.481289814,0.985198804,2.60577E-09
INTS4,163.6041105,0.079547769,0.999968149,2.60577E-09
IMMT,163.6167308,-0.265677471,0.986452363,2.60577E-09
SLC35C2,163.6591633,-0.36574977,0.995673584,2.60577E-09
LAPTM4A,163.6690573,0.041512626,0.997885529,2.60577E-09
HDAC2,163.6942513,-0.6001205,0.91538936,2.60577E-09
COLQ,163.7121946,1.88344783,0.088824944,2.60577E-09
NXPE3,163.7162624,0.298412931,0.959580181,2.60577E-09
UBALD1,163.7623181,0.648072686,0.723991417,2.60577E-09
CNOT4,163.7753524,-0.00682059,0.999936777,2.60577E-09
RALBP1,163.821104,0.045241539,0.995775584,2.60577E-09
HTATSF1,163.8612209,-0.075000196,0.999712882,2.60577E-09
OAZ2,163.8906143,0.612791555,0.76367174,2.60577E-09
PPWD1,163.9367531,-0.251561179,0.999171874,2.60577E-09
PSMD7,164.0206225,0.150825968,0.999670183,2.60577E-09
ZNF224,164.0361359,-0.114331557,0.996568871,2.60577E-09
CHMP4B,164.0631772,-0.029553677,0.999132961,2.60577E-09
SPPL3,164.2540354,0.373151753,0.971073357,2.60577E-09
ZFAND2B,164.4028605,-0.341992309,0.97485172,2.60577E-09
LRCH1,164.4468218,-0.260114275,0.993874706,2.60577E-09
SIRT1,164.4520539,0.240386659,0.997048488,2.60577E-09
HAUS6,164.4982631,0.065632864,0.999286986,2.60577E-09
NUP85,164.6617518,0.203666351,0.97313943,2.60577E-09
NUDT21,164.6630732,0.121184705,0.994859324,2.60577E-09
FOXN2,164.6783287,0.170119243,0.9972183,2.60577E-09
ASB6,164.7192725,0.328498743,0.983287704,2.60577E-09
PRMT7,164.7606352,-0.230746352,0.962739662,2.60577E-09
COPS6,164.7671619,1.027890173,0.480647285,2.60577E-09
COX19,164.8241978,-0.315001593,0.984329236,2.60577E-09
TTBK2,164.8295975,-0.664575738,0.755449699,2.60577E-09
CHST11,164.9025109,0.452387528,0.990193545,2.60577E-09
ATP6V1B2,164.9118331,0.507016455,0.949732553,2.60577E-09
LRRC37B,164.9839044,-0.991467803,0.510913215,2.60577E-09
ENSG00000279117,165.0371354,1.121946613,0.337049135,2.60577E-09
MX1,165.0378163,0.09925992,0.963894263,2.60577E-09
KLF10,165.2618931,-0.597595942,0.746226938,2.60577E-09
TBC1D14,165.4376568,0.122257129,0.991234264,2.60577E-09
RABGEF1P1,165.6258288,0.075149823,0.99996366,2.60577E-09
AMBRA1,165.6367807,-0.532512884,0.91186375,2.60577E-09
BBIP1,165.6415876,-0.374328805,0.934415046,2.60577E-09
SPTLC2,165.7764195,-0.754861068,0.71406606,2.60577E-09
TMEM214,165.9468232,-0.268487277,0.990356458,2.60577E-09
ENSG00000300022,166.0178678,-0.275063521,0.96221272,2.60577E-09
NLRP2,166.0262772,-0.824025534,0.682812022,2.60577E-09
SH3BGRL,166.1511481,0.185081574,0.985676101,2.60577E-09
AATF,166.1758421,0.24378791,0.988397275,2.60577E-09
AP4B1,166.2052749,-0.057234931,0.999869323,2.60577E-09
RNF169,166.230201,0.108320001,0.968048992,2.60577E-09
HLA.DPA1,166.3713984,-0.211659301,0.965476809,2.60577E-09
APBB1,166.3890437,0.005565118,0.99947524,2.60577E-09
GTPBP4,166.4016223,0.137283944,0.991079522,2.60577E-09
ARK2N,166.4051986,0.175254108,0.99623785,2.60577E-09
CSNK2B,166.4458689,-0.111630229,0.999247849,2.60577E-09
FBXO31,166.4647375,-0.156969486,0.962654699,2.60577E-09
UIMC1,166.4682036,-0.338660672,0.869761914,2.60577E-09
ZNF12,166.5841808,-0.088408401,0.986118479,2.60577E-09
FBXW11,166.6387337,0.650866944,0.742056498,2.60577E-09
DBET,166.7289375,1.285839317,0.250963177,2.60577E-09
ACAA1,166.7585169,0.033470338,0.999891523,2.60577E-09
PRKCH.AS2,166.7906177,0.40274396,0.969954076,2.60577E-09
GOLT1B,166.7998953,-0.02343285,0.991168552,2.60577E-09
UBAP2,166.9259067,-0.349890902,0.99210847,2.60577E-09
ENSG00000280407,167.0080241,-0.357478546,0.906748845,2.60577E-09
MAPKAP1,167.0128743,0.375187539,0.908846254,2.60577E-09
ZNF326,167.0184878,-0.332685945,0.991635377,2.60577E-09
NAGK,167.1249952,-0.895822983,0.61757032,2.60577E-09
LMTK2,167.1735213,0.534125649,0.826796971,2.60577E-09
ENSG00000297575,167.371425,0.686779121,0.855395157,2.60577E-09
FBXO21,167.4049309,-0.134294343,0.998064907,2.60577E-09
SOAT1,167.4625132,-0.239163866,0.998707123,2.60577E-09
ENSG00000291066,167.4831056,-0.094841291,0.998583685,2.60577E-09
IRF2BPL,167.4994715,-0.456204519,0.939069681,2.60577E-09
G2E3,167.5189518,0.275293601,0.989185161,2.60577E-09
GCH1,167.5972469,0.323961945,0.990154106,2.60577E-09
ELL,167.6345974,0.481461753,0.906384958,2.60577E-09
TRAM2,167.8260546,1.055927408,0.423077944,2.60577E-09
CIR1,167.8329396,-0.354269714,0.977501662,2.60577E-09
GSTP1,167.8548606,0.106629405,0.999870761,2.60577E-09
ARB2A,167.8746392,0.320460684,0.995659522,2.60577E-09
IRAK4,167.9574025,-0.189481396,0.996836733,2.60577E-09
DPYD,167.9792167,-0.689341887,0.868410351,2.60577E-09
GYPC,168.0397299,0.396253973,0.981003364,2.60577E-09
ZCCHC8,168.0529279,-0.041788233,0.999992152,2.60577E-09
NOL10,168.0763536,-0.097398818,0.999724524,2.60577E-09
RNASEH2C,168.0771688,0.157404351,0.99937079,2.60577E-09
MAPKAPK3,168.0824299,-0.283976795,0.987114913,2.60577E-09
DDI2,168.1413297,-0.236027771,0.995324447,2.60577E-09
MTMR6,168.1920558,0.048369997,0.998602364,2.60577E-09
F11R,168.3767752,-0.363186718,0.972313612,2.60577E-09
ETV3,168.3877266,-0.367882345,0.987350362,2.60577E-09
TP53INP1,168.3956341,-1.314308062,0.228027214,2.60577E-09
SEC22C,168.5296053,0.002391394,0.999982481,2.60577E-09
TOX,168.5685985,0.517803598,0.898114766,2.60577E-09
CCDC50,168.6822227,-1.267002741,0.307559953,2.60577E-09
CENPB,168.7423278,0.349667982,0.960651655,2.60577E-09
TPRG1L,168.8448607,0.607188913,0.846061811,2.60577E-09
ARHGEF9,168.8548543,0.354866299,0.956273205,2.60577E-09
PSMA7,168.9305452,0.174126469,0.999596365,2.60577E-09
GTF2F1,168.9486724,0.129222984,0.999876378,2.60577E-09
WASH5P,169.1131964,-0.262496704,0.95715791,2.60577E-09
ERCC6,169.1196576,0.310543851,0.949660753,2.60577E-09
VAMP3,169.1509091,0.199713073,0.980935309,2.60577E-09
EAF1,169.1727315,0.791671654,0.746302002,2.60577E-09
UBE2K,169.1902172,0.059855569,0.999664732,2.60577E-09
TRNT1,169.2111992,-0.21077652,0.994303799,2.60577E-09
DOP1A,169.2753166,-0.051932288,0.998332387,2.60577E-09
SUSD1,169.4058615,1.020212184,0.478670343,2.60577E-09
FNIP2,169.4394494,-0.517055012,0.916587778,2.60577E-09
UPF3A,169.4558288,-0.61509852,0.873841458,2.60577E-09
HMGN4,169.4610775,0.151784465,0.984729059,2.60577E-09
INTS6L,169.5070622,-0.565231247,0.909515427,2.60577E-09
ENSG00000280143,169.5575651,-0.202826439,0.99011339,2.60577E-09
SOD2,169.5657351,1.039454113,0.463281585,2.60577E-09
CASP10,169.5879334,0.437492913,0.969652395,2.60577E-09
ZNF136,169.6475111,-0.070647393,0.9927463,2.60577E-09
ECHDC2,169.7731636,-0.094006024,0.99365301,2.60577E-09
CDC16,169.8151223,-0.965674959,0.541686411,2.60577E-09
RARA,169.9408348,-1.77816757,0.100823009,2.60577E-09
MGAT5,170.0143957,-0.849196013,0.699286476,2.60577E-09
CLK4,170.0316834,-0.232114172,0.998997787,2.60577E-09
METTL9,170.0452677,0.55261624,0.904616827,2.60577E-09
SNX5,170.0770733,0.067329781,0.999923007,2.60577E-09
CDYL,170.0814672,-0.642656661,0.878604985,2.60577E-09
SNX20,170.0992007,-0.18206475,0.999949655,2.60577E-09
